Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
yagF	BW25113_RS01380	278912	280879	CP4-6 prophage; D-xylonate dehydratase
ydhX	BW25113_RS08745	1744602	1745270	putative 4Fe-4S ferredoxin-like protein YdhX
hycE	BW25113_RS14160	2838121	2839830	hydrogenase 3 large subunit
zntA	BW25113_RS17960	3599811	3602009	Zn<sup>2+</sup>/Cd<sup>2+</sup>/Pb<sup>2+</sup> exporting P-type ATPase
phnC	BW25113_RS21320	4314194	4314982	phosphonate/phosphate ABC transporter ATP binding subunit
argI	BW25113_RS22085	4467124	4468128	ornithine carbamoyltransferase ArgI
yobI	BW25113_RS25125	1940372	1940437	uncharacterized protein YobI
acnB	BW25113_RS00590	128102	130699	AcnB
glsB	BW25113_RS07990	1606582	1607508	glutaminase 2
wecE	BW25113_RS19685	3968506	3969636	dTDP-4-dehydro-6-deoxy-D-glucose transaminase
RS25975	BW25113_RS25975	576810	577118	phage terminase large subunit family protein
ydeS	BW25113_RS07885	1582566	1583096	putative fimbrial protein YdeS
orn	BW25113_RS21630	4381421	4381966	oligoribonuclease
cheY	BW25113_RS09865	1961305	1961694	chemotaxis protein CheY
ydaF	BW25113_RS23000	1413413	1413568	Rac prophage; DUF1391 domain-containing protein YdaF
rcsB	BW25113_RS11580	2309656	2310306	DNA-binding transcriptional activator RcsB
nagA	BW25113_RS03490	697059	698207	<i>N</i>-acetylglucosamine-6-phosphate deacetylase
pepN	BW25113_RS04835	986078	988690	aminopeptidase N
paaK	BW25113_RS07335	1456382	1457695	phenylacetate-CoA ligase
csgA	BW25113_RS05425	1099903	1100358	curlin
tolB	BW25113_RS03840	773196	774488	Tol-Pal system periplasmic protein TolB
ileS	BW25113_RS00125	22391	25207	isoleucine&mdash;tRNA ligase
recF	BW25113_RS19235	3873508	3874581	recombination mediator protein RecF
RS23095	BW25113_RS23095	1282522	1282653	RtT sRNA
yecN	BW25113_RS09800	1946523	1946918	MAPEG family inner membrane protein YecN
ispE	BW25113_RS06290	1257482	1258333	4-(cytidine 5'-diphospho)-2-<i>C</i>-methyl-D-erythritol kinase
ispH	BW25113_RS00140	26277	27227	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
mcbA	BW25113_RS25500	837252	837512	DUF1471 domain-containing protein McbA
cecR	BW25113_RS04135	825428	826099	DNA-binding transcriptional dual regulator CecR
selD	BW25113_RS09225	1841222	1842265	selenide, water dikinase
chbC	BW25113_RS09085	1814113	1815471	<i>N,N'</i>-diacetylchitobiose-specific PTS enzyme IIC component
modC	BW25113_RS03975	792010	793068	molybdate ABC transporter ATP binding subunit
RS21850	BW25113_RS21850	4417511	4417912	TetR/AcrR family transcriptional regulator
gatB	BW25113_RS10920	2167761	2168045	galactitol-specific PTS enzyme IIB component
RS01550	BW25113_RS01550	312194	312847	helix-turn-helix domain-containing protein
psuK	BW25113_RS11305	2251834	2252775	putative pseudouridine kinase
glpC	BW25113_RS11715	2349000	2350190	anaerobic glycerol-3-phosphate dehydrogenase subunit C
yjaH	BW25113_RS20760	4190494	4191189	DUF1481 domain-containing protein YjaH
flgM	BW25113_RS05580	1125291	1125584	anti-sigma factor for FliA (&sigma;<sup>28</sup>)
yieH	BW25113_RS19315	3890134	3890799	6-phosphogluconate phosphatase
torA	BW25113_RS05185	1054712	1057258	trimethylamine <i>N</i>-oxide reductase 1
yeeY	BW25113_RS10530	2080810	2081739	putative DNA-binding transcriptional regulator YeeY
iscU	BW25113_RS13190	2653262	2653648	scaffold protein for iron-sulfur cluster assembly
rsmI	BW25113_RS16310	3285834	3286694	16S rRNA 2'-<i>O</i>-ribose C1402 methyltransferase
eptB	BW25113_RS18400	3702144	3703835	phosphoethanolamine transferase EptB
pcnB	BW25113_RS00715	154216	155613	poly(A) polymerase I
ssuD	BW25113_RS04850	990299	991444	FMNH<sub>2</sub>-dependent alkanesulfonate monooxygenase
yffS	BW25113_RS12775	2557882	2558691	CPZ-55 prophage; uncharacterized protein YffS
ydhS	BW25113_RS08730	1741388	1742992	FAD/NAD(P) binding domain-containing protein YdhS
ydcT	BW25113_RS07565	1507074	1508087	putative ABC transporter ATP-binding protein YdcT
rfbB	BW25113_RS10660	2105457	2106542	dTDP-glucose 4,6-dehydratase 1
actP	BW25113_RS21120	4273181	4274830	acetate/glycolate:cation symporter
marC	BW25113_RS08015	1612500	1613165	inner membrane protein MarC
crr	BW25113_RS12610	2529193	2529702	Enzyme IIA<sup>Glc</sup>
mazF	BW25113_RS14470	2904115	2904450	endoribonuclease toxin MazF
yghQ	BW25113_RS15495	3124703	3125767	lipopolysaccharide biosynthesis protein
ribB	BW25113_RS15785	3177172	3177825	3,4-dihydroxy-2-butanone-4-phosphate synthase
gluQ	BW25113_RS00720	155673	156599	glutamyl-Q tRNA<sup>Asp</sup> synthetase
nikE	BW25113_RS18015	3611136	3611942	nickel ABC transporter ATP binding subunit NikE
creB	BW25113_RS22910	4625824	4626513	DNA-binding transcriptional regulator CreB
yfcR	BW25113_RS12190	2444551	2445063	putative fimbrial protein YfcR
cynT	BW25113_RS01740	354510	355169	carbonic anhydrase 1
sfsA	BW25113_RS00730	157269	157973	sugar fermentation stimulation protein A
gap	BW25113_RS25590	1483970	1484970	type I glyceraldehyde-3-phosphate dehydrogenase
nadD	BW25113_RS03320	665387	666028	nicotinate-nucleotide adenylyltransferase
livM	BW25113_RS17890	3587563	3588840	branched chain amino acid/phenylalanine ABC transporter membrane subunit LivM
waaQ	BW25113_RS18860	3800424	3801494	lipopolysaccharide core heptosyltransferase 3
yhdX	BW25113_RS16955	3413493	3414674	putative ABC transporter membrane subunit YhdX
cydA	BW25113_RS03800	766914	768482	cytochrome <i>bd</i>-I subunit 1
thiB	BW25113_RS00335	70984	71967	thiamine ABC transporter periplasmic binding protein
tcyP	BW25113_RS09045	1805191	1806582	cystine/sulfocysteine:cation symporter
RS25540	BW25113_RS25540	1218866	1218985	hypothetical protein
yciA	BW25113_RS06535	1306105	1306503	acyl-CoA thioesterase YciA
ccmC	BW25113_RS11475	2289062	2289799	cytochrome <i>c</i> maturation protein C
yjeH	BW25113_RS21515	4358973	4360229	L-methionine/branched chain amino acid exporter
yceM	BW25113_RS05565	1122262	1123185	putative oxidoreductase YceM
ribE	BW25113_RS02150	430103	430573	6,7-dimethyl-8-ribityllumazine synthase
hisM	BW25113_RS12050	2417996	2418712	lysine/arginine/ornithine ABC transporter / histidine ABC transporter, membrane subunit HisM
ackA	BW25113_RS11995	2406949	2408151	acetate kinase
ppdD	BW25113_RS00535	113596	114036	prepilin peptidase-dependent pilin
livJ	BW25113_RS17915	3591915	3593018	branched chain amino acid/phenylalanine ABC transporter periplasmic binding protein
prpE	BW25113_RS01720	348417	350303	propionyl-CoA synthetase
yfaA	BW25113_RS11645	2328435	2330123	DUF2138 domain-containing protein YfaA
nikB	BW25113_RS18000	3608601	3609545	nickel ABC transporter membrane subunit NikB
pspG	BW25113_RS21030	4252768	4253010	envelope stress response protein PspG
ptrA	BW25113_RS14670	2949355	2952243	protease 3
lexA	BW25113_RS20995	4247043	4247651	DNA-binding transcriptional repressor LexA
nrdI	BW25113_RS13920	2794324	2794734	dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI
hsdM	BW25113_RS22640	4571276	4572865	type I restriction enzyme EcoKI methylase subunit
fucO	BW25113_RS14560	2925224	2926372	L-1,2-propanediol oxidoreductase
ynfD	BW25113_RS08300	1651822	1652127	DUF1161 domain-containing protein YnfD
fliE	BW25113_RS10130	2006181	2006495	flagellar protein FliE
gudD	BW25113_RS14495	2911404	2912744	<i>D</i>-glucarate dehydratase
ybcL	BW25113_RS02805	566349	566900	DLP12 prophage; periplasmic protein YbcL
ydiQ	BW25113_RS08880	1773874	1774638	putative electron transfer flavoprotein subunit YdiQ
flgC	BW25113_RS05595	1126894	1127298	flagellar basal-body rod protein FlgC
actS	BW25113_RS14900	2992495	2993250	amidase activator
patZ	BW25113_RS13495	2713312	2715972	peptidyl-lysine <i>N</i>-acetyltransferase
xapA	BW25113_RS12555	2517404	2518237	xanthosine phosphorylase
cbrB	BW25113_RS19320	3890866	3891333	putative inner membrane protein
yneJ	BW25113_RS08000	1609061	1609942	PtrR
ydcF	BW25113_RS07415	1481492	1482292	DUF218 domain-containing protein YdcF
gdx	BW25113_RS21560	4366692	4367009	guanidinium exporter
RS26000	BW25113_RS26000	2466357	2467064	helix-turn-helix domain-containing protein
yihQ	BW25113_RS20125	4060600	4062636	sulfoquinovosidase
pflD	BW25113_RS20500	4133923	4136220	putative formate acetyltransferase 2
fimD	BW25113_RS22460	4534913	4537549	type I fimbriae usher protein
murP	BW25113_RS12670	2540032	2541456	N-acetylmuramic acid-specific PTS enzyme IICB component / anhydro-N-acetylmuramic acid transporter
yegR	BW25113_RS10880	2161470	2161787	uncharacterized protein YegR
mtfA	BW25113_RS10325	2037132	2037929	Mlc titration factor
yjbR	BW25113_RS21070	4260586	4260942	PF04237 family protein YjbR
rlmB	BW25113_RS21720	4399092	4399823	23S rRNA 2'-<i>O</i>-ribose G2251 methyltransferase
rihA	BW25113_RS03380	678933	679868	pyrimidine-specific ribonucleoside hydrolase RihA
queF	BW25113_RS14535	2918707	2919555	7-cyano-7-deazaguanine reductase
arnF	BW25113_RS11800	2366371	2366757	undecaprenyl-phosphate-&alpha;-L-Ara4N flippase - ArnF subunit
RS25825	BW25113_RS25825	4496690	4496926	MFS transporter
mhpB	BW25113_RS01790	364510	365454	3-carboxyethylcatechol 2,3-dioxygenase
hybG	BW25113_RS15530	3133075	3133323	hydrogenase maturation factor HybG
yffQ	BW25113_RS12765	2556951	2557328	CPZ-55 prophage; uncharacterized protein YffQ
ssuC	BW25113_RS04845	989497	990288	aliphatic sulfonate ABC transporter membrane subunit
ycbX	BW25113_RS04910	1001947	1003056	6-<i>N</i>-hydroxylaminopurine resistance protein
yecF	BW25113_RS10025	1989299	1989523	DUF2594 domain-containing protein YecF
punR	BW25113_RS08685	1733123	1734055	DNA-binding transcriptional activator PunR
cheZ	BW25113_RS09860	1960650	1961294	chemotaxis protein CheZ
ydiZ	BW25113_RS09020	1801657	1801947	putative endoribonuclease YdiZ
ydiN	BW25113_RS08845	1766769	1768034	putative transporter YdiN
hflC	BW25113_RS21695	4393117	4394121	regulator of FtsH protease
tdcF	BW25113_RS16155	3253080	3253469	putative enamine/imine deaminase
ylbG	BW25113_RS02585	525107	525472	helix-turn-helix domain-containing protein
aspA	BW25113_RS21505	4356708	4358144	aspartate ammonia-lyase
yacH	BW25113_RS00585	125894	127747	DUF3300 domain-containing protein YacH
RS02760	BW25113_RS02760	561554	561832	exonuclease
nadC	BW25113_RS00545	114239	115132	quinolinate phosphoribosyltransferase (decarboxylating)
yehM	BW25113_RS11060	2199174	2201453	uncharacterized protein YehM
yhdH	BW25113_RS16860	3396843	3397817	acrylyl-CoA reductase
yegI	BW25113_RS10810	2142520	2144466	putative serine/threonine-protein kinase YegI
ychE	BW25113_RS06475	1294054	1294701	MarC family putative inner membrane protein YchE
ydbJ	BW25113_RS07235	1435315	1435581	DUF333 domain-containing protein YdbJ
yodD	BW25113_RS10210	2018467	2018694	stress-induced protein
hda	BW25113_RS13020	2611434	2612135	inibitor of reinitiation of DNA replication
cysW	BW25113_RS12640	2534163	2535038	sulfate/thiosulfate ABC transporter inner membrane subunit CysW
ssuE	BW25113_RS04860	992393	992968	NADPH-dependent FMN reductase
yohD	BW25113_RS11145	2219280	2219858	DedA family protein YohD
aat	BW25113_RS04595	922184	922888	leucyl/phenylalanyl-tRNA&mdash;protein transferase
rseD	BW25113_RS25695	2703368	2703523	<i>rpoE</i> leader peptide
fdnG	BW25113_RS07730	1541658	1544705	formate dehydrogenase N subunit &alpha;
nfsB	BW25113_RS02995	600227	600880	NAD(P)H-dependent nitroreductase NfsB
RS19980	BW25113_RS19980	4028891	4030432	16S ribosomal RNA
ybcV	BW25113_RS02880	574640	575050	DLP12 prophage; DUF1398 domain-containing protein YbcV
scpA	BW25113_RS15160	3054209	3056353	methylmalonyl-CoA mutase
galR	BW25113_RS14760	2969958	2970989	DNA-binding transcriptional dual regulator GalR
fryC	BW25113_RS12450	2500126	2501373	putative PTS enzyme IIC component FryC
rspA	BW25113_RS08275	1648184	1649398	mandelate racemase/muconate lactonizing enzyme family protein RspA
ubiF	BW25113_RS03435	690557	691732	3-demethoxyubiquinol 3-hydroxylase
hxpA	BW25113_RS11975	2404918	2405568	hexitol phosphatase A
tauC	BW25113_RS01895	382427	383254	taurine ABC transporter membrane subunit
yedK	BW25113_RS10105	2003302	2003970	genome maintenance protein
RS03650	BW25113_RS03650	732281	733417	ISAs1 family transposase
bamA	BW25113_RS00885	194415	196847	outer membrane protein assembly factor BamA
RS25895	BW25113_RS25895	3747971	3748114	hypothetical protein
flhC	BW25113_RS09910	1971523	1972101	DNA-binding transcriptional dual regulator FlhC
ydjF	BW25113_RS09265	1848353	1849111	putative DNA-binding transcriptional regulator YdjF
paaI	BW25113_RS07325	1454728	1455150	phenylacetyl-CoA thioesterase
zapC	BW25113_RS04905	1001408	1001950	cell division protein ZapC
ynfO	BW25113_RS08120	1631013	1631246	Qin prophage; DUF3950 domain-containing protein YnfO
RS25680	BW25113_RS25680	2189953	2193748	WGR and DUF4132 domain-containing protein
hyfA	BW25113_RS12945	2594560	2595177	hydrogenase 4 component A
sseB	BW25113_RS13155	2647516	2648292	protein SseB
nrdA	BW25113_RS11670	2338344	2340629	ribonucleoside-diphosphate reductase 1 subunit &alpha;
ybeR	BW25113_RS03350	672167	672874	DUF1266 domain-containing protein YbeR
yfbP	BW25113_RS11885	2382595	2383443	uncharacterized protein YfbP
argF	BW25113_RS01400	285012	286016	CP4-6 prophage; ornithine carbamoyltransferase ArgF
asmA	BW25113_RS10775	2133240	2135093	putative assembly protein AsmA
cas3	BW25113_RS14365	2877912	2880578	CRISPR-associated endonuclease/helicase Cas3
eutT	BW25113_RS12820	2566861	2567664	putative ethanolamine utilization cobalamin adenosyltransferase
ydfC	BW25113_RS08235	1643080	1643298	Qin prophage; uncharacterized protein YdfC
mrdA	BW25113_RS03300	661772	663673	peptidoglycan DD-transpeptidase MrdA
eutJ	BW25113_RS12795	2562860	2563696	putative ethanolamine utilization chaperonin EutJ
yihF	BW25113_RS20030	4037559	4038989	DUF945 domain-containing protein YihF
nuoI	BW25113_RS11915	2389387	2389929	NADH:quinone oxidoreductase subunit I
mltC	BW25113_RS15390	3097792	3098871	membrane-bound lytic murein transglycosylase C
cysG	BW25113_RS17460	3491187	3492560	siroheme synthase
yeeW	BW25113_RS10475	2071421	2071615	CP4-44 prophage; putative uncharacterized protein YeeW
cusA	BW25113_RS02980	594170	597313	copper/silver export system RND permease
ydeN	BW25113_RS07855	1575099	1576781	putative sulfatase YdeN
ykgF	BW25113_RS01580	318049	319476	putative amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain
yeiE	BW25113_RS11260	2242216	2243097	DNA-binding transcriptional dual regulator YeiE
rsmG	BW25113_RS19440	3916417	3917040	16S rRNA m<sup>7</sup>G527 methyltransferase
rplD	BW25113_RS17205	3445040	3445645	50S ribosomal protein L4
thrC	BW25113_RS00020	3734	5020	threonine synthase
ydjY	BW25113_RS09160	1828373	1829050	4Fe-4S ferredoxin-type domain-containing protein YdjY
RS26010	BW25113_RS26010	2988673	2989104	hypothetical protein
rdcA	BW25113_RS21335	4316952	4319180	regulator of diguanylate cyclase RdcA
nuoJ	BW25113_RS11910	2388821	2389375	NADH:quinone oxidoreductase subunit J
mhpF	BW25113_RS01815	368377	369327	acetaldehyde dehydrogenase (acetylating) MhpF
rpoD	BW25113_RS15930	3206406	3208247	RNA polymerase sigma factor RpoD
yecE	BW25113_RS09795	1945652	1946470	DUF72 domain-containing protein YecE
bglH	BW25113_RS19340	3893964	3895580	carbohydrate-specific outer membrane porin, cryptic
anmK	BW25113_RS08585	1712750	1713859	anhydro-<i>N</i>-acetylmuramic acid kinase
yddB	BW25113_RS07840	1569504	1571876	putative TonB-dependent receptor YddB
RS19825	BW25113_RS19825	3996173	3996589	hypothetical protein
glpB	BW25113_RS11710	2347744	2349003	anaerobic glycerol-3-phosphate dehydrogenase subunit B
lpxP	BW25113_RS12410	2489124	2490044	palmitoleoyl acyltransferase
nrdE	BW25113_RS13925	2794707	2796851	ribonucleoside-diphosphate reductase 2 subunit &alpha;
secE	BW25113_RS20655	4167286	4167669	Sec translocon subunit SecE
pgpB	BW25113_RS06685	1333587	1334351	phosphatidylglycerophosphatase B
RS19720	BW25113_RS19720	3975870	3975945	tRNA-His
RS12250	BW25113_RS12250	2459788	2459862	tRNA-Arg
groL	BW25113_RS21525	4360842	4362488	chaperonin GroEL
yjfN	BW25113_RS21760	4405834	4406109	protease activator YjfN
fis	BW25113_RS16910	3404630	3404926	DNA-binding transcriptional dual regulator Fis
phnH	BW25113_RS21295	4310480	4311064	carbon-phosphorus lyase core complex subunit PhnH
wcaB	BW25113_RS10745	2125548	2126036	colanic acid biosynthesis acetyltransferase WcaB
ycjG	BW25113_RS06940	1383187	1384152	L-Ala-D/L-Glu epimerase
yneG	BW25113_RS07985	1606223	1606582	DUF4186 domain-containing protein YneG
uspC	BW25113_RS09920	1973234	1973662	universal stress protein C
ymiB	BW25113_RS25050	1341053	1341157	putative protein YmiB
recQ	BW25113_RS19845	3999224	4001053	ATP-dependent DNA helicase RecQ
maeB	BW25113_RS12840	2569457	2571736	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP<sup>+</sup>)
yqiI	BW25113_RS15820	3183991	3185055	putative fimbrial protein YqiI
nuoC	BW25113_RS11940	2395534	2397336	NADH:quinone oxidoreductase subunit CD
sgcR	BW25113_RS22340	4515923	4516705	KpLE2 phage-like element; putative DNA-binding transcriptional regulator SgcR
yniD	BW25113_RS09005	1799422	1799529	uncharacterized protein YniD
cobC	BW25113_RS03315	664752	665363	putative adenosylcobalamin phosphatase/&alpha;-ribazole phosphatase
yfjQ	BW25113_RS13735	2762024	2762845	CP4-57 prophage; DUF932 domain-containing protein YfjQ
yheO	BW25113_RS17340	3469077	3469799	DNA-binding transcriptional regulator YheO
hlyE	BW25113_RS06155	1224939	1225850	hemolysin E
yijE	BW25113_RS20460	4126036	4126941	cystine exporter
hyi	BW25113_RS02615	531166	531942	hydroxypyruvate isomerase
fepB	BW25113_RS03080	619010	619966	ferric enterobactin ABC transporter periplasmic binding protein
feoB	BW25113_RS17665	3533766	3536087	Fe<sup>2+</sup> transporter FeoB
nrfG	BW25113_RS21165	4283471	4284067	putative formate-dependent nitrite reductase complex subunit NrfG
ycjD	BW25113_RS06755	1345664	1346017	DUF559 domain-containing protein YcjD
lsrB	BW25113_RS07945	1599308	1600330	Autoinducer-2 ABC transporter periplasmic binding protein
hemF	BW25113_RS12705	2546584	2547483	coproporphyrinogen III oxidase
hokE	BW25113_RS03020	603292	603444	small toxic polypeptide HokE
trkG	BW25113_RS07150	1418039	1419496	Rac prophage; Na<sup>+</sup>-dependent K<sup>+</sup> transporter TrkG
ybjQ	BW25113_RS04495	900049	900372	putative heavy metal binding protein YbjQ
yojI	BW25113_RS11540	2300451	2302094	ABC transporter family protein / microcin J25 efflux protein
ydfZ	BW25113_RS08080	1623472	1623675	putative selenoprotein YdfZ
yjcB	BW25113_RS21085	4264688	4264969	uncharacterized protein YjcB
uspA	BW25113_RS18100	3633471	3633905	universal stress protein UspA
casC	BW25113_RS14350	2874410	2875501	type I-E CRISPR system Cascade subunit CasC
acpH	BW25113_RS02090	419793	420374	acyl carrier protein phosphodiesterase
gspO	BW25113_RS17285	3458902	3459579	type II secretion system prepilin peptidase
ybiX	BW25113_RS04175	833986	834663	PKHD-type hydroxylase YbiX
ynfG	BW25113_RS08315	1657247	1657864	putative oxidoreductase YnfG
RS07365	BW25113_RS07365	1463615	1464766	IS30-like element IS30 family transposase
pgpC	BW25113_RS13345	2691274	2691909	phosphatidylglycerophosphatase C
ccmG	BW25113_RS11455	2285886	2286443	thiol:disulfide oxidoreductase CcmG
yggS	BW25113_RS15325	3088457	3089161	PLP homeostasis protein
tdcE	BW25113_RS16160	3253483	3255777	2-oxobutanoate formate-lyase/pyruvate formate-lyase 4
pyrB	BW25113_RS22045	4461277	4462212	aspartate carbamoyltransferase catalytic subunit
